Date,Asset 1,Asset 2,Asset 3,Asset 4,Asset 5,EWP
2004-01-30,0.006265642968274143,0.03477051460361613,0.03260982376995325,0.006459998298554037,0.011827396930966794,0.01838667531427287
2004-02-27,0.008428217301793994,-0.03252688172043017,0.08396542481908309,0.01998999592325168,0.0237584243412976,0.02072303613299924
2004-03-31,0.004383041130591181,-0.026674076132259028,-0.0035853150441054193,0.01122999962763771,0.016515691841171076,0.00037386828460710396
2004-04-30,-0.017804105065790443,-0.046674279189266255,-0.08547623626629275,-0.02839999836017304,-0.04386405491377876,-0.04444373475906025
2004-05-31,-0.0021877217285536377,0.049558317113340244,0.0437071357342973,-0.006949996193369112,0.015257636777510797,0.019877074340645118
2004-06-30,0.008846261290623048,0.02767475035663347,-0.003405782029950122,-0.0011000051204472783,-0.0014189512304110252,0.006119254653289619
2004-07-30,0.008961686273851743,-0.0755136035535815,0.019774084992043583,-0.003289996510301485,0.01474351928904527,-0.007064861901788478
2004-08-31,0.015418905207830846,-0.05330330330330324,-0.024231920390882955,-0.0023300046663617957,0.02357337376988311,-0.008174589876566806
2004-09-30,0.0015233914296945983,0.029183187946074662,0.12160576765525155,0.008350002081371155,0.002252405463216922,0.032582950915121776
2004-10-29,0.008055151207863931,0.05239636307597473,-0.04206767993735716,0.008380000522082653,0.014042126379137265,0.008161192249540284
2004-11-30,-0.002490528689754856,0.048616195636256965,0.05091197462331487,0.028050001880210784,-0.004573748912340081,0.024102778907537536
2004-12-31,0.0070429407937542265,0.028487641390867235,0.0509182939004853,0.00605999745470176,0.012207877592492977,0.0209433502264603
2005-01-31,0.005321984074426966,-0.052410047522063796,-0.026241659670363737,-0.00576000196405313,0.0023324131618960298,-0.015351462384031534
2005-02-28,-0.004635096597983668,0.0004298610116060253,0.059643669489554574,0.018060007063214423,-0.0058469196895389874,0.013530304255370473
2005-03-31,-0.001856215902120928,-0.02291606989401307,0.01204954713829931,-0.006010003050664348,-0.002873988918846715,-0.00432134612546915
2005-04-29,0.011069066446740772,-0.0395778364116095,-0.04417046169795258,-0.010610002179281874,0.0217433291733522,-0.012309180933750196
2005-05-31,0.007877038233624178,0.077838827838828,-0.011698171676479574,0.0034500029695099244,0.005678224264412002,0.01662918432597891
2005-06-30,0.0036260632220390665,-0.01741716227697543,-0.004137784297696512,0.010550001702261502,0.003115872878169945,-0.0008526017544402853
2005-07-29,-0.005012293559123804,0.058509871739443664,0.062487700931636914,0.007409994555938049,-0.016957947461352818,0.021287465241308402
2005-08-31,0.00885940169242394,-0.002314499659632374,0.02166976234700191,0.007249998245548062,0.022609639154851147,0.011614860356038537
2005-09-30,-0.00526108529573921,0.0028657205240174566,0.018200841154411895,0.021080005550678793,-0.0033695137863297697,0.006703193629407833
2005-10-31,-0.006967427277477789,-0.021907742550006826,0.04773580490584095,-0.006340004899161533,-0.012013005697185886,0.00010152489640178342
2005-11-30,0.0032530178118670428,0.0639955481357819,0.09294737966460476,0.014620007114644507,0.0014634572539424795,0.03525588199616814
2005-12-30,0.009783040610347182,-0.029288702928870425,0.07345297854382293,0.012749997693833448,0.007750078155103424,0.014889478414847312
2006-01-31,0.0032189263424655667,0.0320581896551726,0.11698566078338057,0.02400999316051533,0.0010316492681061717,0.03546088384192805
