Date,Asset 1,Asset 2,Asset 3,Asset 4,Asset 5,EWP
2004-01-30,0.00553433697765926,0.03403920861300125,0.03187851777933837,0.005728692307939154,0.01109609094035191,0.017655369323657986
2004-02-27,0.00769744572880815,-0.03325765329341601,0.08323465324609725,0.019259224350265836,0.023027652768311757,0.019992264560013396
2004-03-31,0.0035919500334087306,-0.02746516722944148,-0.00437640614128787,0.01043890853045526,0.015724600743988626,-0.00041722281257534634
2004-04-30,-0.018594570832542123,-0.047464744956017935,-0.08626670203304443,-0.02919046412692472,-0.04465452068053044,-0.04523420052581193
2004-05-31,-0.0029775631526983704,0.04876847568919551,0.042917294310152565,-0.007739837617513845,0.014467795353366064,0.019087232916500385
2004-06-30,0.008178461387757574,0.027006950453767997,-0.004073581932815595,-0.0017678050233127518,-0.0020867511332764987,0.005451454750424145
2004-07-30,0.0079909891920098,-0.07648430063542344,0.01880338791020164,-0.0042606935921434275,0.013772822207203328,-0.00803555898363042
2004-08-31,0.014327929997212108,-0.05439427851392198,-0.025322895601501694,-0.0034209798769805344,0.02248239855926437,-0.009265565087185545
2004-09-30,0.0003125177843594784,0.027972314300739543,0.12039489400991643,0.007139128436036035,0.0010415318178818023,0.031372077269786657
2004-10-29,0.006845742004260025,0.05118695387237082,-0.04327708914096107,0.007170591318478747,0.012832717175533359,0.0069517830459363775
2004-11-30,-0.00387966923453964,0.04722705509147218,0.04952283407853009,0.026660861335426,-0.005962889457124865,0.022713638362752753
2004-12-31,0.005112904605575785,0.026557605202688794,0.04898825771230686,0.004129961266523319,0.010277841404314536,0.01901331403828186
2005-01-31,0.0036364555408368027,-0.05409557605565396,-0.0279271882039539,-0.0074455304976432934,0.000646884628305866,-0.017036990917621696
2005-02-28,-0.0062576927518297465,-0.0011927351422400534,0.058021073335708495,0.016437410909368344,-0.007469515843385066,0.011907708101524394
2005-03-31,-0.004136170303033149,-0.02519602429492529,0.00976959273738709,-0.008289957451576568,-0.005153943319758936,-0.006601300526381371
2005-04-29,0.00885416072988976,-0.041792742128460514,-0.04638536741480359,-0.012824907896132887,0.019528423456501187,-0.014524086650601209
2005-05-31,0.0054878374212958825,0.07544962702649971,-0.01408737248880787,0.0010608021571816284,0.003289023452083706,0.014239983513650613
2005-06-30,0.0013617323913872603,-0.019681493107627235,-0.006402115128348318,0.008285670871609696,0.000851542047518139,-0.0031169325850920913
2005-07-29,-0.007449867875414129,0.05607229742315334,0.06005012661534659,0.0049724202396477235,-0.019395521777643143,0.018849890925018077
2005-08-31,0.006071903916491372,-0.005101997435564942,0.01888226457106934,0.0044625004696154935,0.01982214137891858,0.008827362580105969
2005-09-30,-0.00821826532885972,-9.145950910305345e-05,0.015243661121291385,0.018122825517558283,-0.00632669381945028,0.0037460135962873228
